M N colnnz rac rar ratio
8 4 80 3.165888730436564e-05 3.173653315752745e-05 0.9975534235961941
8 4 160 5.475904159247875e-05 3.354499153792858e-05 1.6324058848118626
8 4 320 8.719365391880274e-05 3.6021295748651026e-05 2.4206140314113513
8 4 640 0.00016201645005494355 4.662883337587118e-05 3.4745979756547265
8 4 1280 0.0003087327070534229 9.435827471315861e-05 3.2719197970919343
8 4 2560 0.0006053991671651601 0.0002715582065284252 2.2293532384991295
8 4 5120 0.0011838402505964041 0.0005949067492038012 1.9899593544379979
8 8 1 2.105167917907238e-05 3.110178355127573e-05 0.676864050074996
8 8 2 2.1366666816174985e-05 3.092426247894764e-05 0.6909353725321924
8 8 4 2.1802295930683613e-05 3.053314611315727e-05 0.7140533716991784
8 8 10 2.31860788539052e-05 2.9412079229950904e-05 0.7883182509006149
8 8 20 2.5799696147441865e-05 3.0008137598633765e-05 0.8597566597607342
8 8 40 3.223834577947855e-05 3.0903283320367335e-05 1.043201314412806
8 8 80 6.419768761843442e-05 3.2447024807333945e-05 1.978538494658035
8 8 160 0.00011430153343826532 3.422552924603224e-05 3.3396571493928406
8 8 320 0.00017115889992564917 3.9863962680101394e-05 4.293574657872267
8 8 640 0.0003051380813121796 6.893436647951603e-05 4.426501568021981
8 8 1280 0.0005993035845458508 0.00016673225406557322 3.594407020432615
8 8 2560 0.0011945415418595075 0.00036663795635104177 3.2580956804040766
8 8 5120 0.002347019575536251 0.0007903900407254696 2.96944477359812
8 16 1 2.1343758516013622e-05 3.0733816884458065e-05 0.6944714545627118
8 16 2 2.1445629186928272e-05 3.0015316791832448e-05 0.7144895166578386
8 16 4 2.2521849907934666e-05 2.9688887298107148e-05 0.7585952845518253
8 16 10 2.5321449898183344e-05 2.985099572688341e-05 0.8482614827946655
8 16 20 3.110958337783813e-05 3.073644582182169e-05 1.0121399057711327
8 16 40 6.667636651545763e-05 3.169139996170998e-05 2.103926194362414
8 16 80 0.00013447317089885474 3.287720400840044e-05 4.090164445385793
8 16 160 0.0002177817914634943 3.9765399880707265e-05 5.4766654457599
8 16 320 0.0003537246230989695 5.670490823686123e-05 6.237989516206103
8 16 640 0.0006146171651780605 0.00011948959156870841 5.143687890377011
8 16 1280 0.0011767762526869773 0.00023613350093364715 4.983520966038817
